# Input,DiseaseName,DiseaseID,GeneSymbol,GeneID,DiseaseCategories,DirectEvidence,OmimIDs,PubMedIDs
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,EPO,2056,Pathology (process),marker/mechanism,,30944280
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,ERCC4,2072,Pathology (process),marker/mechanism,,21216194|24036326
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,GSTM1,2944,Pathology (process),marker/mechanism,,20951227
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,GSTT1,2952,Pathology (process),marker/mechanism,,16702390
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,H2AX,3014,Pathology (process),marker/mechanism,,26651356
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,HIF1A,3091,Pathology (process),therapeutic,,23065176
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,INS,3630,Pathology (process),marker/mechanism,,27884723|30266311
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,LNCRI,401296,Pathology (process),marker/mechanism,,29216366
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,MGMT,4255,Pathology (process),marker/mechanism,,26410583
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,NFE2L2,4780,Pathology (process),therapeutic,,27774770
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,POLK,51426,Pathology (process),marker/mechanism,,26651356
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,PON1,5444,Pathology (process),marker/mechanism,,26839999
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,PPP2R2A,5520,Pathology (process),therapeutic,,25772433
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,PPP2R5C,5527,Pathology (process),marker/mechanism,,25772433
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,PPP2R5E,5529,Pathology (process),therapeutic,,25772433
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,RAD51,5888,Pathology (process),marker/mechanism,,9885240
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,RASSF1,11186,Pathology (process),marker/mechanism,,26410583
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,SLC6A3,6531,Pathology (process),marker/mechanism,,20875051
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,SULT3A1,57430,Pathology (process),marker/mechanism,,25376053
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,TNF,7124,Pathology (process),marker/mechanism,,33961948
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,XPA,7507,Pathology (process),marker/mechanism,,21216194|9885240
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,XPC,7508,Pathology (process),marker/mechanism,,21216194
mesh:d048629,"Micronuclei, Chromosome-Defective",MESH:D048629,XRCC1,7515,Pathology (process),marker/mechanism,,20223788|21351625
mesh:d053842,Microsatellite Instability,MESH:D053842,ACVR2A,92,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,ARID1A,8289,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,BAX,581,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,BRAF,673,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,HDAC2,3066,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,MIR1273C,100422821,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,MIR155,406947,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,MIR21,406991,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,MSH3,4437,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,MSH6,2956,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,MTHFR,4524,Pathology (process),marker/mechanism,,17350979
mesh:d053842,Microsatellite Instability,MESH:D053842,SETD2,29072,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,TARBP2,6895,Pathology (process),marker/mechanism,,25701956
mesh:d053842,Microsatellite Instability,MESH:D053842,TGFBR2,7048,Pathology (process),marker/mechanism,,25701956|7761852
mesh:d053842,Microsatellite Instability,MESH:D053842,XPO5,57510,Pathology (process),marker/mechanism,,25701956
mesh:d009069,Movement Disorders,MESH:D009069,ACHE,43,Nervous system disease,marker/mechanism,,19628251
mesh:d009069,Movement Disorders,MESH:D009069,ADORA2A,135,Nervous system disease,marker/mechanism,,26526685
mesh:d009069,Movement Disorders,MESH:D009069,ARC,23237,Nervous system disease,marker/mechanism,,20298714
mesh:d009069,Movement Disorders,MESH:D009069,ATXN7,6314,Nervous system disease,marker/mechanism,,25664129
mesh:d009069,Movement Disorders,MESH:D009069,CNR1,1268,Nervous system disease,therapeutic,,10802025
mesh:d009069,Movement Disorders,MESH:D009069,CRH,1392,Nervous system disease,marker/mechanism,,21618986
mesh:d009069,Movement Disorders,MESH:D009069,DRD1,1812,Nervous system disease,marker/mechanism,,6858777
mesh:d009069,Movement Disorders,MESH:D009069,DRD2,1813,Nervous system disease,marker/mechanism,,6858777
mesh:d009069,Movement Disorders,MESH:D009069,DRD3,1814,Nervous system disease,therapeutic,,12535962
mesh:d009069,Movement Disorders,MESH:D009069,FOLR1,2348,Nervous system disease,marker/mechanism,,19732866
mesh:d009069,Movement Disorders,MESH:D009069,FOSB,2354,Nervous system disease,marker/mechanism,,10600402
mesh:d009069,Movement Disorders,MESH:D009069,HTT,3064,Nervous system disease,marker/mechanism,,20929960
mesh:d009069,Movement Disorders,MESH:D009069,IGF1,3479,Nervous system disease,therapeutic,,33035625
mesh:d009069,Movement Disorders,MESH:D009069,MICU1,10367,Nervous system disease,marker/mechanism,,24336167
mesh:d009069,Movement Disorders,MESH:D009069,MT1,17748,Nervous system disease,marker/mechanism,,16216453
mesh:d009069,Movement Disorders,MESH:D009069,MT2,17750,Nervous system disease,marker/mechanism,,16216453
mesh:d009069,Movement Disorders,MESH:D009069,NRG1,3084,Nervous system disease,marker/mechanism,,22226049
mesh:d009069,Movement Disorders,MESH:D009069,OPRM1,4988,Nervous system disease,marker/mechanism,,20298714
mesh:d009069,Movement Disorders,MESH:D009069,PARK,40336,Nervous system disease,marker/mechanism,,31926197
mesh:d009069,Movement Disorders,MESH:D009069,PDYN,5173,Nervous system disease,marker/mechanism,,20298714
mesh:d009069,Movement Disorders,MESH:D009069,SCN1A,6323,Nervous system disease,marker/mechanism,,12907273
mesh:d009069,Movement Disorders,MESH:D009069,SLC12A2,6558,Nervous system disease,marker/mechanism,,15135928
mesh:d009069,Movement Disorders,MESH:D009069,TSEN2,80746,Nervous system disease,marker/mechanism,,18711368
mesh:d009069,Movement Disorders,MESH:D009069,TSEN34,79042,Nervous system disease,marker/mechanism,,18711368
mesh:d009069,Movement Disorders,MESH:D009069,TSEN54,283989,Nervous system disease,marker/mechanism,,18711368
mesh:d009069,Movement Disorders,MESH:D009069,UTS2,10911,Nervous system disease,marker/mechanism,,16160878
mesh:d009069,Movement Disorders,MESH:D009069,XK,7504,Nervous system disease,marker/mechanism,,11261514
mesh:d009336,Necrosis,MESH:D009336,AGT,183,Pathology (process),marker/mechanism,,12606818|1535655
mesh:d009336,Necrosis,MESH:D009336,AHR,196,Pathology (process),marker/mechanism,,25831079
mesh:d009336,Necrosis,MESH:D009336,AIFM1,9131,Pathology (process),therapeutic,,16532269
mesh:d009336,Necrosis,MESH:D009336,APP,351,Pathology (process),marker/mechanism,,21839817
mesh:d009336,Necrosis,MESH:D009336,ARG2,384,Pathology (process),marker/mechanism,,23424623
mesh:d009336,Necrosis,MESH:D009336,ATF4,468,Pathology (process),marker/mechanism,,14604972
mesh:d009336,Necrosis,MESH:D009336,ATG5,9474,Pathology (process),marker/mechanism,,20578144
mesh:d009336,Necrosis,MESH:D009336,ATG7,10533,Pathology (process),therapeutic,,21081844
mesh:d009336,Necrosis,MESH:D009336,BCL2,596,Pathology (process),therapeutic,,11781163|16532269
mesh:d009336,Necrosis,MESH:D009336,BCR,613,Pathology (process),marker/mechanism,,23211037
mesh:d009336,Necrosis,MESH:D009336,CAST,831,Pathology (process),therapeutic,,17323976
mesh:d009336,Necrosis,MESH:D009336,CAT,847,Pathology (process),therapeutic,,17309078|9548797
mesh:d009336,Necrosis,MESH:D009336,CD40LG,959,Pathology (process),marker/mechanism,,22295117
mesh:d009336,Necrosis,MESH:D009336,CDC42,998,Pathology (process),marker/mechanism,,19430526
mesh:d009336,Necrosis,MESH:D009336,CTF1,1489,Pathology (process),therapeutic,,23335628
mesh:d009336,Necrosis,MESH:D009336,CTSB,1508,Pathology (process),marker/mechanism,,22287159
mesh:d009336,Necrosis,MESH:D009336,CYP2B1,24300,Pathology (process),marker/mechanism,,11332993
mesh:d009336,Necrosis,MESH:D009336,CYP2E1,1571,Pathology (process),marker/mechanism,,12086689|12566070
mesh:d009336,Necrosis,MESH:D009336,DMD,1756,Pathology (process),marker/mechanism,,22795790
mesh:d009336,Necrosis,MESH:D009336,DPP7,29952,Pathology (process),marker/mechanism,,16725115
mesh:d009336,Necrosis,MESH:D009336,FABP3,2170,Pathology (process),marker/mechanism,,18308699
mesh:d009336,Necrosis,MESH:D009336,FAS,355,Pathology (process),marker/mechanism,,15664267
mesh:d009336,Necrosis,MESH:D009336,FASL,14103,Pathology (process),marker/mechanism,,15664267
mesh:d009336,Necrosis,MESH:D009336,FGF15,14170,Pathology (process),marker/mechanism,,24699334
mesh:d009336,Necrosis,MESH:D009336,GAPDH,2597,Pathology (process),therapeutic,,25725130
mesh:d009336,Necrosis,MESH:D009336,GATM,2628,Pathology (process),marker/mechanism,,22061828
mesh:d009336,Necrosis,MESH:D009336,GSTP1,2950,Pathology (process),marker/mechanism,,14710442
mesh:d009336,Necrosis,MESH:D009336,HAVCR1,26762,Pathology (process),marker/mechanism,,24880025
mesh:d009336,Necrosis,MESH:D009336,HMGB1,3146,Pathology (process),marker/mechanism,,19783637|22178603
mesh:d009336,Necrosis,MESH:D009336,IFNG,3458,Pathology (process),marker/mechanism,,10903806|10909967
mesh:d009336,Necrosis,MESH:D009336,IL17A,3605,Pathology (process),marker/mechanism,,24949944
mesh:d009336,Necrosis,MESH:D009336,IL1B,3553,Pathology (process),marker/mechanism,,10631206|10903806|10909967
mesh:d009336,Necrosis,MESH:D009336,IL1RN,3557,Pathology (process),therapeutic,,1838896|20644519
mesh:d009336,Necrosis,MESH:D009336,IL6,3569,Pathology (process),marker/mechanism,,7608651
mesh:d009336,Necrosis,MESH:D009336,INS1,16333,Pathology (process),therapeutic,,9826672
mesh:d009336,Necrosis,MESH:D009336,KRT18,3875,Pathology (process),marker/mechanism,,19783637
mesh:d009336,Necrosis,MESH:D009336,LGALS3,3958,Pathology (process),marker/mechanism,,22461450
mesh:d009336,Necrosis,MESH:D009336,LPL,4023,Pathology (process),marker/mechanism,,10533957
mesh:d009336,Necrosis,MESH:D009336,METTL14,57721,Pathology (process),marker/mechanism,,34648132
mesh:d009336,Necrosis,MESH:D009336,MGMT,4255,Pathology (process),therapeutic,,21619552
mesh:d009336,Necrosis,MESH:D009336,MIR192,406967,Pathology (process),marker/mechanism,,24880025
mesh:d009336,Necrosis,MESH:D009336,MTHFR,4524,Pathology (process),marker/mechanism,,14723717
mesh:d009336,Necrosis,MESH:D009336,MYCN,4613,Pathology (process),marker/mechanism,,21214410
mesh:d009336,Necrosis,MESH:D009336,NFE2L2,4780,Pathology (process),therapeutic,,24813929
mesh:d009336,Necrosis,MESH:D009336,NOS2,4843,Pathology (process),marker/mechanism,,10620138|10909967
mesh:d009336,Necrosis,MESH:D009336,NR1H4,9971,Pathology (process),therapeutic,,30996006
mesh:d009336,Necrosis,MESH:D009336,POMC,5443,Pathology (process),marker/mechanism,,7608651
mesh:d009336,Necrosis,MESH:D009336,PRNP,5621,Pathology (process),marker/mechanism,,18547651
mesh:d009336,Necrosis,MESH:D009336,PUF60,22827,Pathology (process),marker/mechanism,,21435101
mesh:d009336,Necrosis,MESH:D009336,RBP4,5950,Pathology (process),marker/mechanism,,22061828
mesh:d009336,Necrosis,MESH:D009336,RDH13,112724,Pathology (process),marker/mechanism,,27865848
mesh:d009336,Necrosis,MESH:D009336,SAO,789307,Pathology (process),marker/mechanism,,10942576
mesh:d009336,Necrosis,MESH:D009336,SET,6418,Pathology (process),marker/mechanism,,24555657
mesh:d009336,Necrosis,MESH:D009336,SLC31A1,1317,Pathology (process),marker/mechanism,,19144690
mesh:d009336,Necrosis,MESH:D009336,SOD1,6647,Pathology (process),therapeutic,,9548797
mesh:d009336,Necrosis,MESH:D009336,SOD2,6648,Pathology (process),marker/mechanism|therapeutic,,19293248|9548797
mesh:d009336,Necrosis,MESH:D009336,SOD3,6649,Pathology (process),therapeutic,,11529661
mesh:d009336,Necrosis,MESH:D009336,SPARC,6678,Pathology (process),marker/mechanism,,23408952
mesh:d009336,Necrosis,MESH:D009336,TBXA2R,6915,Pathology (process),marker/mechanism,,22206755
mesh:d009336,Necrosis,MESH:D009336,TNF,7124,Pathology (process),marker/mechanism,,10631206|10909967|22345571|24548419
mesh:d009336,Necrosis,MESH:D009336,TNNT2,7139,Pathology (process),marker/mechanism,,17848144
mesh:d009845,Oligospermia,MESH:D009845,BRWD1,54014,Urogenital disease (male),marker/mechanism,,18353305
mesh:d009845,Oligospermia,MESH:D009845,BSCL2,26580,Urogenital disease (male),marker/mechanism,,26181198
mesh:d009845,Oligospermia,MESH:D009845,CDC14A,8556,Urogenital disease (male),marker/mechanism,,29293958
mesh:d009845,Oligospermia,MESH:D009845,CGA,1081,Urogenital disease (male),therapeutic,,16483355
mesh:d009845,Oligospermia,MESH:D009845,DICER1,23405,Urogenital disease (male),marker/mechanism,,22381205
mesh:d009845,Oligospermia,MESH:D009845,ESR1,2099,Urogenital disease (male),marker/mechanism,,20833731
mesh:d009845,Oligospermia,MESH:D009845,FSHB,2488,Urogenital disease (male),marker/mechanism,,4607150
mesh:d009845,Oligospermia,MESH:D009845,NOS3,4846,Urogenital disease (male),marker/mechanism,,29983398
mesh:d009845,Oligospermia,MESH:D009845,NR0B1,190,Urogenital disease (male),marker/mechanism,,23384712
mesh:d009845,Oligospermia,MESH:D009845,PIWIL3,440822,Urogenital disease (male),marker/mechanism,,20940137
mesh:d009845,Oligospermia,MESH:D009845,PIWIL4,143689,Urogenital disease (male),marker/mechanism,,20940137
mesh:d009845,Oligospermia,MESH:D009845,TERT,7015,Urogenital disease (male),marker/mechanism,,37579952
mesh:d009845,Oligospermia,MESH:D009845,TPCN1,53373,Urogenital disease (male),marker/mechanism,,24451262
mesh:d009845,Oligospermia,MESH:D009845,YTHDC2,64848,Urogenital disease (male),therapeutic,,34822792
mesh:d010049,Ovarian Diseases,MESH:D010049,CGA,1081,Endocrine system disease|Urogenital disease (female),therapeutic,,20146381
mesh:d010049,Ovarian Diseases,MESH:D010049,CYP19A1,1588,Endocrine system disease|Urogenital disease (female),marker/mechanism,,11985600
mesh:d011014,Pneumonia,MESH:D011014,ABCF1,23,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,AGT,183,Respiratory tract disease,therapeutic,,28960804
mesh:d011014,Pneumonia,MESH:D011014,AHR,196,Respiratory tract disease,marker/mechanism,,23337360
mesh:d011014,Pneumonia,MESH:D011014,CASP1,834,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL11,6356,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL12,20293,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL17,6361,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL19,6363,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL2,6347,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL20,6364,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL24,6369,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL4,6351,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL7,6354,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL8,6355,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCL9,20308,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCR1,1230,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCR2,729230,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCR6,1235,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CCR9,10803,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CD40LG,959,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CSF2,1437,Respiratory tract disease,marker/mechanism,,11732872
mesh:d011014,Pneumonia,MESH:D011014,CX3CL1,6376,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CXCL1,2919,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CXCL15,20309,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CXCL5,6374,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CXCL9,4283,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CXCR2,3579,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,CXCR3,2833,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,EGR1,1958,Respiratory tract disease,therapeutic,,29787794
mesh:d011014,Pneumonia,MESH:D011014,HMOX1,3162,Respiratory tract disease,marker/mechanism,,16582079
mesh:d011014,Pneumonia,MESH:D011014,IFNG,3458,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IKBKB,3551,Respiratory tract disease,marker/mechanism,,31095431
mesh:d011014,Pneumonia,MESH:D011014,IL13,3596,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL17A,3605,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL18,3606,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL1B,3553,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL1R1,3554,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL1R2,7850,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL2RB,3560,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL33,90865,Respiratory tract disease,marker/mechanism,,24453940
mesh:d011014,Pneumonia,MESH:D011014,IL4,3565,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL5RA,3568,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL6,3569,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,IL6ST,3572,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,ITGB2,3689,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,LIAS,11019,Respiratory tract disease,therapeutic,,32017981
mesh:d011014,Pneumonia,MESH:D011014,MIR150,406942,Respiratory tract disease,therapeutic,,29205062
mesh:d011014,Pneumonia,MESH:D011014,MYD88,4615,Respiratory tract disease,marker/mechanism,,26882889
mesh:d011014,Pneumonia,MESH:D011014,MYLK,4638,Respiratory tract disease,marker/mechanism,,15863634
mesh:d011014,Pneumonia,MESH:D011014,OVAL,396058,Respiratory tract disease,marker/mechanism,,23642096
mesh:d011014,Pneumonia,MESH:D011014,PARP1,142,Respiratory tract disease,marker/mechanism,,20561897
mesh:d011014,Pneumonia,MESH:D011014,PF4,5196,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,POMC,5443,Respiratory tract disease,marker/mechanism,,6254450
mesh:d011014,Pneumonia,MESH:D011014,SIRT1,23411,Respiratory tract disease,therapeutic,,24633890
mesh:d011014,Pneumonia,MESH:D011014,SPP1,6696,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,TGFB1,7040,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,TLR4,7099,Respiratory tract disease,marker/mechanism,,26882889
mesh:d011014,Pneumonia,MESH:D011014,TNF,7124,Respiratory tract disease,marker/mechanism|therapeutic,,21625544|28917655|34390737
mesh:d011014,Pneumonia,MESH:D011014,TNFRSF1A,7132,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011014,Pneumonia,MESH:D011014,TNFRSF1B,7133,Respiratory tract disease,marker/mechanism,,21625544
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,A,50518,Pregnancy complication,marker/mechanism,,32937126
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,ADAM10,102,Pregnancy complication,marker/mechanism,,32715474
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,ADORA1,134,Pregnancy complication,marker/mechanism,,19092996
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,AGTR1B,11608,Pregnancy complication,marker/mechanism,,22728133
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,ATM,472,Pregnancy complication,marker/mechanism,,21177254
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,BMP2,650,Pregnancy complication,therapeutic,,29800642
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,CCN2,1490,Pregnancy complication,marker/mechanism,,21258935
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,CYP2D6,1565,Pregnancy complication,marker/mechanism,,15570195
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,FGF2,2247,Pregnancy complication,marker/mechanism,,19014962
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,FOSB,2354,Pregnancy complication,marker/mechanism,,26411935
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,MAOA,4128,Pregnancy complication,marker/mechanism,,22340208
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,MYOD1,4654,Pregnancy complication,marker/mechanism,,21258934
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,NOTCH2,4853,Pregnancy complication,marker/mechanism,,32715474
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,OGG1,4968,Pregnancy complication,marker/mechanism,,18768699
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,PON1,5444,Pregnancy complication,marker/mechanism,,25463530|28396702
mesh:d011297,Prenatal Exposure Delayed Effects,MESH:D011297,SIGMAR1,10280,Pregnancy complication,therapeutic,,15451042
mesh:d049188,Prenatal Injuries,MESH:D049188,ACHE,43,Pregnancy complication,marker/mechanism,,14657522
mesh:d049188,Prenatal Injuries,MESH:D049188,ATP7A,538,Pregnancy complication,marker/mechanism,,25456742
mesh:d049188,Prenatal Injuries,MESH:D049188,LOX,4015,Pregnancy complication,marker/mechanism,,20045017
mesh:d049188,Prenatal Injuries,MESH:D049188,LOXL1,4016,Pregnancy complication,marker/mechanism,,20045017
mesh:d049188,Prenatal Injuries,MESH:D049188,LOXL5B,100124531,Pregnancy complication,marker/mechanism,,20045017
mesh:d049188,Prenatal Injuries,MESH:D049188,MT1,17748,Pregnancy complication,therapeutic,,12514265
mesh:d049188,Prenatal Injuries,MESH:D049188,OGG1,4968,Pregnancy complication,marker/mechanism,,24075420
mesh:d049188,Prenatal Injuries,MESH:D049188,PRSS8,5652,Pregnancy complication,therapeutic,,24722141
mesh:d049188,Prenatal Injuries,MESH:D049188,ROCK1,6093,Pregnancy complication,marker/mechanism,,18956198
mesh:d049188,Prenatal Injuries,MESH:D049188,ROCK2,9475,Pregnancy complication,marker/mechanism,,18956198
mesh:d049188,Prenatal Injuries,MESH:D049188,SLC39A4,55630,Pregnancy complication,marker/mechanism,,17483098
mesh:d049188,Prenatal Injuries,MESH:D049188,SPINT2,10653,Pregnancy complication,marker/mechanism,,24722141
mesh:d049188,Prenatal Injuries,MESH:D049188,UCMAA,100037325,Pregnancy complication,marker/mechanism,,21839171
mesh:d049188,Prenatal Injuries,MESH:D049188,YES1,7525,Pregnancy complication,marker/mechanism,,24478334
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,ABCA3,21,Pathology (process)|Respiratory tract disease,marker/mechanism,,26780485
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,ACE,1636,Pathology (process)|Respiratory tract disease,therapeutic,,33007385
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,ACE2,59272,Pathology (process)|Respiratory tract disease,marker/mechanism|therapeutic,,27550926|33007385
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,ACTA2,59,Pathology (process)|Respiratory tract disease,marker/mechanism,,30639579
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,ADIPOQ,9370,Pathology (process)|Respiratory tract disease,therapeutic,,25945502
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,AGT,183,Pathology (process)|Respiratory tract disease,therapeutic,,28960804|31181250
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,AREG,374,Pathology (process)|Respiratory tract disease,marker/mechanism,,26817844
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,BMP7,655,Pathology (process)|Respiratory tract disease,therapeutic,,17975199|25733726
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CALCA,796,Pathology (process)|Respiratory tract disease,marker/mechanism,,17365031
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CAT,847,Pathology (process)|Respiratory tract disease,therapeutic,,19684199
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CAV1,857,Pathology (process)|Respiratory tract disease,marker/mechanism,,36053221
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CCL11,6356,Pathology (process)|Respiratory tract disease,marker/mechanism,,16314464|17620002
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CCL2,6347,Pathology (process)|Respiratory tract disease,marker/mechanism,,16324872|17720292|26163174
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CCL3,6348,Pathology (process)|Respiratory tract disease,marker/mechanism,,16324872|17720292
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CCL4,6351,Pathology (process)|Respiratory tract disease,marker/mechanism,,17720292
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CCL5,6352,Pathology (process)|Respiratory tract disease,marker/mechanism,,17620002
mesh:d011658,Pulmonary Fibrosis,MESH:D011658,CCN2,1490,Pathology (process)|Respiratory tract disease,marker/mechanism,,15298857|15677772|25815693|26817844
